playerID,fga,fgm,fgm_40_49,fgm_50_59,fgm_50p,fgm_lng,fgm_pct,fgm_yds,fgm_yds_over_30,gms_active,gp,kick_pts,pos_rank_half_ppr,pos_rank_ppr,pos_rank_std,pts_half_ppr,pts_ppr,pts_std,st_snp,tm_def_snp,tm_off_snp,tm_st_snp,xpa,xpm,def_snp,gs,idp_qb_hit,idp_tkl,idp_tkl_ast,idp_tkl_loss,idp_tkl_solo,misc_ret_yd,pts_idp,st_tkl_solo,off_snp,pr,pr_lng,pr_yd,pr_ypa,idp_pass_def,bonus_fd_wr,bonus_rec_wr,bonus_rec_yd_100,bonus_rush_rec_yd_100,rec,rec_10_19,rec_20_29,rec_30_39,rec_air_yd,rec_drop,rec_fd,rec_lng,rec_tgt,rec_yar,rec_yd,rec_ypr,rec_ypt,rush_rec_yd,rush_lng,rec_0_4,rec_td,pass_rush_yd,rush_fd,rush_att,rec_5_9,rush_ypa,rec_rz_tgt,rush_tkl_loss_yd,rush_yac,rec_td_lng,rush_rz_att,anytime_tds,rush_yd,bonus_rec_rb,bonus_fd_rb,rush_tkl_loss,sack,down_4_conv,rush_td_lng,qb_hit,down_4_pct,down_3_pct,pass_air_yd,kr_lng,penalty,down_3_conv,pass_sack_yds,rush_td,opp_rush_fd,pass_ypc,rush_btkl,pass_lng,off_yd_per_play,kr_ypa,opp_fd,pass_rtg,pass_att,ff,g2g_pct,rz_pct,kr,down_4_att,g2g_conv,kr_yd,rz_att,pass_rz_att,opp_off_yd_per_play,down_3_att,pass_sack,penalty_yd,punts,opp_pass_fd,opp_off_yd,pass_cmp,cmp_pct,fum_rec,g2g_att,tkl,pass_ypa,rz_conv,fd,pass_fd,pass_yd,pass_td,off_yd,td,fum,pass_td_lng,pass_int,fgmiss,int,bonus_fd_te,bonus_rec_te,bonus_pass_cmp_25,bonus_fd_qb,pass_inc,idp_sack,idp_sack_yd,idp_ff,def_forced_punts,def_pr_yd,sack_yd,tkl_ast,def_kr_yd,pts_allow,def_pr,fan_pts_allow_k,def_st_tkl_solo,def_pr_ypa,def_kr_ypa,yds_allow_200_299,pts_allow_14_20,def_pr_lng,tkl_solo_misc,yds_allow,fan_pts_allow_def,def_kr,def_kr_lng,def_3_and_out,fan_pts_allow_qb,fan_pts_allow_wr,tkl_loss,def_pass_def,fan_pts_allow_te,tkl_solo,fan_pts_allow,fan_pts_allow_rb,punt_net_yd,punt_tb,punt_yds,yds_allow_350_399,int_ret_yd,rec_40p,bonus_tkl_10p,idp_blk_kick,fum_lost,pass_cmp_40p,punt_in_20,st_ff,fgm_20_29,fgm_30_39,xpmiss,yds_allow_450_499,pts_allow_35p,fgmiss_40_49,idp_pass_def_3p,fg_blkd,bonus_pass_yd_300,pass_2pt,idp_int,idp_int_ret_yd,def_4_and_stop,def_st_fum_rec,pts_allow_28_34,def_st_ff,fum_ret_yd,pts_allow_7_13,bonus_sack_2p,first_td,rush_40p,yds_allow_300_349,blk_kick_ret_yd,blk_kick,fgmiss_20_29,fgmiss_30_39,idp_fum_rec,pts_allow_21_27,pts_allow_1_6,idp_fum_ret_yd,bonus_rush_yd_100,rush_td_40p,bonus_def_int_td_50p,idp_def_td,yds_allow_100_199,bonus_rush_att_20,pass_int_td,st_fum_rec,rec_2pt,pass_td_40p,pass_td_50p,rec_td_40p,rec_td_50p,fgm_60p,yds_allow_400_449,tkl_ast_misc,def_td,fgmiss_50_59,fgmiss_50p
TEAM_ARI,3.0,2.0,,,,50.0,,92.0,,,1.0,,999,999,999,68.92,79.42,58.42,,,,,,,,,,,,,,,,4.0,,3.0,23.0,30.0,10.0,,,,,,21.0,,,,63.0,,,45.0,29.0,100.0,163.0,7.76,5.62,,52.0,,2.0,,5.0,27.0,,5.41,4.0,-4.0,52.0,4.0,5.0,,146.0,,,2.0,1.0,,,2.0,,46.15,63.0,29.0,9.0,6.0,33.0,,5.0,7.76,,45.0,4.5,24.33,21.0,108.8,29.0,,100.0,66.67,3.0,,2.0,73.0,3.0,4.0,4.6,13.0,5.0,54.0,4.0,12.0,315.0,21.0,72.41,,2.0,64.0,5.62,2.0,19.0,11.0,163.0,2.0,276.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_PHI,1.0,1.0,,,,58.0,,58.0,,,1.0,,999,999,999,67.58,77.08,58.08,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,19.0,,,,91.0,1.0,,51.0,20.0,61.0,152.0,8.0,7.6,,20.0,,,,14.0,38.0,,4.16,1.0,-7.0,80.0,,7.0,,158.0,,,4.0,,,10.0,1.0,,61.54,91.0,20.0,9.0,8.0,8.0,3.0,7.0,8.0,4.0,51.0,4.9,16.0,22.0,94.2,23.0,1.0,100.0,100.0,2.0,,2.0,32.0,3.0,1.0,5.5,13.0,1.0,110.0,3.0,9.0,307.0,19.0,82.61,1.0,2.0,53.0,6.61,3.0,20.0,6.0,152.0,,302.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11786,4.0,4.0,1.0,,,47.0,100.0,146.0,28.0,1.0,1.0,14.0,999,999,999,15.0,15.0,15.0,13.0,64.0,66.0,22.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_JAX,4.0,4.0,,,,47.0,,146.0,,,1.0,,999,999,999,77.42,86.92,67.92,,,,,,,,,,,,,,,,2.0,,1.0,7.0,7.0,7.0,,,,,,19.0,,,,98.0,3.0,,24.0,29.0,80.0,178.0,9.37,6.14,,71.0,,1.0,,10.0,32.0,,6.25,2.0,,112.0,6.0,8.0,,200.0,,,,1.0,2.0,9.0,5.0,100.0,41.67,98.0,20.0,11.0,5.0,,1.0,5.0,9.37,,24.0,6.0,16.0,15.0,74.4,31.0,1.0,100.0,40.0,2.0,2.0,2.0,32.0,5.0,3.0,4.2,12.0,,93.0,2.0,8.0,255.0,19.0,61.29,1.0,2.0,56.0,5.74,2.0,19.0,9.0,178.0,1.0,378.0,2.0,,6.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_TB,2.0,1.0,,,,48.0,,48.0,,,1.0,,999,999,999,71.98,80.48,63.48,,,,,,,,,,,,,,,,2.0,,1.0,54.0,54.0,54.0,,,,,,17.0,,,,122.0,,,30.0,30.0,45.0,167.0,9.82,5.57,,20.0,,3.0,,5.0,23.0,,4.39,1.0,-1.0,29.0,30.0,1.0,,101.0,,,1.0,1.0,1.0,,4.0,100.0,50.0,122.0,35.0,5.0,7.0,8.0,,4.0,9.82,,30.0,4.6,27.0,23.0,99.3,32.0,,100.0,100.0,3.0,1.0,1.0,81.0,1.0,1.0,5.0,14.0,1.0,60.0,4.0,16.0,358.0,17.0,53.13,,1.0,65.0,5.22,1.0,16.0,10.0,167.0,3.0,260.0,3.0,,30.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_NO,3.0,2.0,,,,36.0,,64.0,,,1.0,,999,999,999,66.16,79.66,52.66,,,,,,,,,,,,,,,,4.0,,2.0,11.0,18.0,9.0,,,,,,27.0,,,,129.0,,,21.0,41.0,85.0,214.0,7.93,5.22,,18.0,,,,5.0,22.0,,4.86,4.0,-4.0,42.0,,3.0,,107.0,,,2.0,5.0,1.0,18.0,5.0,50.0,35.71,129.0,43.0,13.0,5.0,6.0,1.0,5.0,7.93,1.0,21.0,4.6,25.6,19.0,70.4,46.0,,,25.0,5.0,2.0,,128.0,4.0,6.0,4.5,14.0,1.0,89.0,4.0,11.0,276.0,27.0,58.7,,1.0,64.0,4.65,1.0,21.0,12.0,214.0,,315.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_NE,3.0,2.0,,,,44.0,,79.0,,,1.0,,999,999,999,75.18,90.18,60.18,,,,,,,,,,,,,,,,3.0,,2.0,9.0,16.0,8.0,,,,,,30.0,,,,173.0,1.0,,27.0,45.0,114.0,287.0,9.57,6.38,,14.0,,1.0,,2.0,18.0,,3.33,4.0,-2.0,14.0,2.0,2.0,,60.0,,,1.0,4.0,1.0,,9.0,100.0,28.57,173.0,41.0,8.0,4.0,11.0,,3.0,9.57,,27.0,4.9,27.75,21.0,80.6,46.0,,100.0,33.33,4.0,1.0,1.0,111.0,3.0,4.0,6.3,14.0,4.0,70.0,6.0,17.0,389.0,30.0,65.22,,1.0,64.0,6.24,1.0,18.0,15.0,287.0,1.0,336.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_SF,3.0,1.0,,,,32.0,,32.0,,,1.0,,999,999,999,87.68,100.68,74.68,,,,,,,,,,,,,,,,4.0,,4.0,18.0,39.0,9.75,,,,,,26.0,,,,156.0,,,45.0,34.0,121.0,277.0,10.65,8.15,,13.0,,2.0,,7.0,36.0,,3.31,9.0,-10.0,39.0,5.0,10.0,,119.0,,,6.0,1.0,2.0,,2.0,100.0,50.0,156.0,24.0,9.0,7.0,12.0,,6.0,10.65,,45.0,5.3,20.0,14.0,92.2,35.0,2.0,33.33,40.0,2.0,2.0,1.0,40.0,5.0,9.0,4.6,14.0,1.0,61.0,2.0,6.0,230.0,26.0,74.29,2.0,3.0,49.0,7.91,2.0,24.0,15.0,277.0,2.0,384.0,2.0,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_NYG,2.0,2.0,,,,55.0,,76.0,,,1.0,,999,999,999,42.42,50.92,33.92,,,,,,,,,,,,,,,,4.0,,3.0,11.0,24.0,8.0,,,,,,17.0,,,,84.0,2.0,,25.0,32.0,84.0,168.0,9.88,5.25,,15.0,,,,4.0,23.0,,3.22,6.0,-6.0,23.0,,3.0,,74.0,,,4.0,3.0,1.0,,5.0,50.0,25.0,84.0,21.0,6.0,4.0,11.0,,11.0,9.88,,25.0,3.7,20.5,25.0,59.3,37.0,,,,2.0,2.0,,41.0,2.0,9.0,6.6,16.0,2.0,35.0,6.0,11.0,432.0,17.0,45.95,,2.0,65.0,4.54,,17.0,9.0,168.0,,231.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11058,3.0,2.0,,,,36.0,66.67,64.0,6.0,1.0,1.0,7.0,999,999,999,6.0,6.0,6.0,9.0,66.0,75.0,27.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
3678,2.0,2.0,,,,39.0,100.0,72.0,12.0,1.0,1.0,8.0,999,999,999,8.0,8.0,8.0,9.0,57.0,76.0,29.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_MIN,2.0,2.0,,,,59.0,,90.0,,,1.0,,999,999,999,70.52,77.02,64.02,,,,,,,,,,,,,,,,6.0,,4.0,22.0,68.0,17.0,,,,,,13.0,,,,75.0,,,28.0,20.0,68.0,143.0,11.0,7.15,,19.0,,2.0,,6.0,26.0,,4.62,3.0,-6.0,59.0,27.0,4.0,,120.0,,,3.0,2.0,,14.0,3.0,,25.0,75.0,33.0,8.0,3.0,9.0,1.0,7.0,11.0,1.0,28.0,5.2,26.6,20.0,98.5,20.0,1.0,,66.67,5.0,,,133.0,3.0,3.0,5.0,12.0,3.0,50.0,7.0,10.0,317.0,13.0,65.0,1.0,,56.0,7.15,2.0,14.0,5.0,143.0,2.0,254.0,3.0,,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_SEA,2.0,2.0,,,,48.0,,85.0,,,1.0,,999,999,999,46.4,54.4,38.4,,,,,,,,,,,,,,8.0,,4.0,,1.0,12.0,12.0,12.0,,,,,,16.0,,,,103.0,,,40.0,22.0,47.0,150.0,9.38,6.82,,9.0,,,,6.0,26.0,,3.23,,-6.0,31.0,,7.0,,84.0,,,4.0,1.0,,1.0,8.0,,30.0,103.0,36.0,4.0,3.0,4.0,1.0,7.0,9.38,,40.0,4.6,29.5,24.0,87.2,23.0,,100.0,33.33,2.0,,1.0,59.0,3.0,,5.3,10.0,1.0,30.0,5.0,15.0,384.0,16.0,69.56,,1.0,76.0,6.52,1.0,14.0,6.0,150.0,,230.0,1.0,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12713,3.0,2.0,1.0,,,44.0,66.67,79.0,19.0,1.0,1.0,7.0,999,999,999,7.0,7.0,7.0,8.0,63.0,71.0,29.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_BAL,2.0,2.0,,,,52.0,,101.0,,,1.0,,999,999,999,98.06,105.06,91.06,,,,,,,,,,,,,,,,8.0,,1.0,6.0,6.0,6.0,,,,,,14.0,,,,100.0,,,39.0,19.0,109.0,209.0,14.93,11.0,,49.0,,2.0,,10.0,29.0,,8.21,,-30.0,117.0,29.0,3.0,,238.0,,,4.0,1.0,,46.0,3.0,,54.55,100.0,41.0,7.0,6.0,15.0,3.0,9.0,14.93,3.0,39.0,8.6,27.83,29.0,144.4,19.0,1.0,,33.33,6.0,,,167.0,3.0,,6.4,11.0,2.0,51.0,3.0,18.0,497.0,14.0,73.68,,,67.0,11.0,1.0,19.0,8.0,209.0,2.0,432.0,5.0,2.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2.0,2.0,,1.0,1.0,51.0,100.0,86.0,26.0,1.0,1.0,8.0,999,999,999,10.0,10.0,10.0,12.0,56.0,64.0,31.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528,4.0,4.0,1.0,1.0,1.0,50.0,100.0,160.0,40.0,1.0,1.0,12.0,999,999,999,15.0,15.0,15.0,9.0,76.0,57.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_DAL,2.0,2.0,,,,53.0,,94.0,,,1.0,,999,999,999,59.72,70.22,49.22,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,21.0,,,,113.0,3.0,,32.0,33.0,75.0,188.0,8.95,5.7,,49.0,,,,7.0,22.0,,5.41,1.0,-2.0,46.0,,5.0,,119.0,,,1.0,1.0,,1.0,5.0,,63.64,113.0,27.0,4.0,7.0,,2.0,14.0,8.95,1.0,32.0,5.5,20.2,20.0,76.6,34.0,,100.0,66.67,5.0,1.0,2.0,101.0,3.0,1.0,4.9,11.0,,42.0,2.0,6.0,302.0,21.0,61.77,,2.0,67.0,5.53,2.0,22.0,9.0,188.0,,307.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_DEN,2.0,2.0,,,,39.0,,72.0,,,1.0,,999,999,999,74.24,86.74,61.74,,,,,,,,,,,,,,,,5.0,,4.0,18.0,47.0,11.75,,,,,,25.0,,,,82.0,1.0,,22.0,37.0,94.0,176.0,7.04,4.76,,50.0,,1.0,,5.0,30.0,,5.03,2.0,-3.0,99.0,22.0,3.0,,151.0,,,1.0,6.0,,19.0,14.0,,40.0,82.0,31.0,6.0,6.0,10.0,1.0,2.0,7.04,3.0,22.0,4.5,27.33,7.0,60.0,40.0,2.0,,33.33,3.0,2.0,,82.0,3.0,2.0,2.4,15.0,1.0,45.0,3.0,5.0,133.0,25.0,62.5,2.0,,53.0,4.4,1.0,20.0,9.0,176.0,1.0,317.0,2.0,2.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12711,2.0,2.0,1.0,1.0,1.0,52.0,100.0,101.0,41.0,1.0,1.0,10.0,999,999,999,12.0,12.0,12.0,15.0,85.0,51.0,35.0,5.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2.0,1.0,1.0,,,42.0,50.0,42.0,12.0,1.0,1.0,6.0,999,999,999,6.0,6.0,6.0,10.0,56.0,67.0,32.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
3451,3.0,3.0,1.0,2.0,2.0,53.0,100.0,149.0,59.0,1.0,1.0,9.0,999,999,999,14.0,14.0,14.0,6.0,60.0,63.0,20.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2.0,2.0,,1.0,1.0,55.0,100.0,76.0,25.0,1.0,1.0,6.0,999,999,999,8.0,8.0,8.0,4.0,70.0,68.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,2.0,2.0,1.0,,,48.0,100.0,85.0,25.0,1.0,1.0,7.0,999,999,999,8.0,8.0,8.0,7.0,76.0,52.0,23.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_IND,4.0,4.0,,,,48.0,,135.0,,,1.0,,999,999,999,96.68,107.68,85.68,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,22.0,,,,160.0,,,36.0,29.0,112.0,272.0,12.36,9.38,,15.0,,1.0,,11.0,40.0,,3.9,3.0,-6.0,74.0,27.0,14.0,,156.0,,,3.0,3.0,3.0,1.0,6.0,100.0,46.67,160.0,27.0,4.0,7.0,10.0,2.0,3.0,12.36,,36.0,6.0,27.0,12.0,115.9,29.0,1.0,100.0,50.0,1.0,3.0,2.0,27.0,6.0,3.0,4.6,15.0,1.0,45.0,,9.0,211.0,22.0,75.86,1.0,2.0,43.0,9.38,3.0,27.0,14.0,272.0,1.0,418.0,3.0,,27.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11539,2.0,2.0,,,,30.0,100.0,57.0,,1.0,1.0,7.0,999,999,999,7.0,7.0,7.0,7.0,48.0,67.0,24.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095,3.0,2.0,1.0,1.0,1.0,51.0,66.67,91.0,31.0,1.0,1.0,8.0,999,999,999,10.0,10.0,10.0,10.0,71.0,63.0,29.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1433,2.0,2.0,,,,38.0,100.0,72.0,12.0,1.0,1.0,9.0,999,999,999,9.0,9.0,9.0,11.0,67.0,48.0,24.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12185,4.0,4.0,1.0,,,48.0,100.0,135.0,23.0,1.0,1.0,15.0,999,999,999,16.0,16.0,16.0,14.0,48.0,73.0,18.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_PIT,2.0,2.0,,,,60.0,,116.0,,,1.0,,999,999,999,94.46,105.46,83.46,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,22.0,,,,71.0,1.0,,31.0,29.0,173.0,244.0,11.09,8.41,,9.0,,4.0,,2.0,20.0,,2.65,3.0,-3.0,41.0,22.0,4.0,,53.0,,,2.0,1.0,,,6.0,,40.0,71.0,33.0,4.0,4.0,26.0,,13.0,11.09,4.0,31.0,5.0,27.5,23.0,136.7,30.0,,100.0,100.0,6.0,,2.0,165.0,3.0,3.0,6.4,10.0,4.0,26.0,4.0,9.0,394.0,22.0,73.33,1.0,2.0,64.0,8.13,3.0,19.0,14.0,244.0,4.0,271.0,4.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_DET,2.0,2.0,,,,30.0,,57.0,,,1.0,,999,999,999,60.6,76.1,45.1,,,,,,,,,,,,,,,,5.0,,2.0,14.0,19.0,9.5,,,,,,31.0,,,,104.0,,,32.0,38.0,121.0,225.0,7.26,5.92,,14.0,,1.0,,2.0,22.0,,2.09,6.0,-9.0,7.0,13.0,3.0,,46.0,,,4.0,,3.0,,2.0,75.0,33.33,104.0,25.0,7.0,5.0,25.0,,4.0,7.26,,32.0,3.8,23.2,14.0,88.6,39.0,,,25.0,5.0,4.0,,116.0,4.0,7.0,5.7,15.0,4.0,40.0,3.0,8.0,266.0,31.0,79.49,,1.0,46.0,5.77,1.0,16.0,13.0,225.0,1.0,246.0,1.0,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
